SEDE_CODICE,Vi_sono_parcheggi_per_disabili,SEDE_ACCESSIBILE_AI_DISABILI,MUSEO_CODICE,MUSEO_DENOMINAZIONE,MUSEO_TIPOLOGIA,SEDE_DENOMINAZIONE,SEDE_COMUNE,SEDE_PROVINCIA,SEDE_FRAZIONE,SEDE_CAP,SEDE_INDIRIZZO,SEDE_TELEFONO,SEDE_FAX,SEDE_MAIL,SEDE_SITO,SEDE_APERTURA_STATO,SEDE_CHIUSURA_MOTIVO,SEDE_APERTURA_NOTE,SEDE_DESCR_ORARIO_APERTURA,SEDE_ORARI_APERTURA_NOTA,MUSEO_INGRESSO,MUSEO_GIORNO_INGRESSO_GRATUITO,vi_sono_parcheggi_in_zona,ck_biblioteca,ck_aula_attivita_didattiche_ed,ck_sale_studio,ck_archivio,ck_fototeca,ck_sala_conferenze,ck_sala_proiezioni_audio_video,ST_NOTE_3_2_2,ck_biglietteria,ck_guardaroba,ck_area_per_accoglienza,ck_book_shop,ck_caffetteria_ristorante,ck_area_x_prima_infanzia,ST_NOTE_3_2_3,ck_laboratorio_fotografico,ck_laboratorio_di_restauro,ck_laboratorio_preparazione,ck_laboratorio_per_analisi,ST_NOTE_3_2_4,presenza_servizi_igienici,ck_pannelli_sk_mobili,ck_guide_brevi_in_italiano,ck_guide_brevi_in_piu_lingue,ck_catalogo_del_museo,ck_servizio_di_audioguide,ck_proiezione_audiovisivi,ck_sussidi_inform_multimediali,ck_servizio_di_visite_guidate,ck_servizi_speciali_disabili,RA_NOTE_7_9_3,RICONOSCIMENTO_STATO
2377,SI,TOTALMENTE,2319,MUSEI CIVICI,COMPOSITO,COLLEZIONE ETNOGRAFICA CASTIGLIONI,VARESE,VARESE,S. Ambrogio,21100,Via G. B. Vico 46,033255484,,,,APERTA,,Si tratta di un'apertura su richiesta e a prenotazione.,Per il momento la collezione viene aperta solo su richiesta e su prenotazione negli orari di apertura del museo di villa Mirabello da martedì a sabato dalle 9 alle 12 e dalle 14 alle 17,"Essendo la struttura aperta solo su richiesta, si indica il numero di ore e giorni settimanali in cui è possibile effettuare la visita",A PAGAMENTO,IN OCCASIONE DI PARTICOLARI EVENTI,SI,,,,,,,SI,,,,,,,,,,,,,,SI,SI,SI,,,,,,,,"esiste un impianto multimediale relativo alla ""tenda tuaregh"" non più funzionante per obsolescenza tecnica. La sua rimessa in funzione presuppone un ripensamento dell'intero allestimento",RICONOSCIUTO
1963,SI,TOTALMENTE,1921,MUSEO DEL PARCO PALEONTOLOGICO,SPECIALIZZATO,MUSEO DEL PARCO PALEONTOLOGICO DI CENE,CENE,BERGAMO,,24020,"Via Cava, 28",035/729318,035/729318,,www.triassico.it,APERTA,,"Il Parco Paleontologico è aperto gratuitamente al pubblico il sabato e la domenica mattina e pomeriggio da Marzo a Ottobre. E' aperto, su prenotazione, per gruppi e scolaresche nei giorni infrasettimanali.",Il Parco Paleontologico  e i suoi spazi espositivi sono aperti al pubblico gratuitamente il sabato e la domenica da Marzo ad Ottobre. E' prevista la  chiusura invernale da Novembre a Febbraio,"Il parco Paleontologico, oltre ai normali orari di apertura è aperto nei giorni infrasettimanali su prenotazione per gruppi e scolaresche
Il Parco Paleontologico di Cene nel periodo da Novembre a Febbraio è chiuso negli orrari ordinari di apertura(sabato e domenica); è comunque aperto per gruppi e scolaresche su prenotazione",GRATUITO,SABATO E DOMENICA,SI,SI,SI,,,,,SI,"Si precisa che gli spazi di cui il Parco è dotato consistono in un'unica sala espositiva attrezzata in modo flessibile e multifunzionale: gli spazi si possono organizzare per i laboratori didattici, sono predisposti per la visita guidata, per ventuali proiezioni audio-video: E' presente anche una piccola biblioteca specializzata che vine integrata trimestralmente con le nuove pubblicazioni in uscita",,SI,SI,SI,,,,,,,,"Non sono presenti laboratori specifici di preparazione studio dei reperti, gli stessi vengono trasferiti a Bergamo al Museo Caffi dove avvine lo studio, la catalogazione e la preparazione:Gli spazi sobno attrezzati per attività didattiche",SI,SI,SI,,,,,SI,SI,,,RICONOSCIUTO
1962,SI,TOTALMENTE,1901,MUSEO DELLA VAL CAVALLINA,TERRITORIALE,MUSEO DELLA VAL CAVALLINA,CASAZZA,BERGAMO,,24060,"Via Nazionale, 67",035 810640,035 811536,info@museocavellas.it,www.museocavellas.it,APERTA,,"Apertura il mercoledì dalle 9 alle 12,30 e il sabato e domenica dalle 15,00 alle 18,30","mercoledì dalle 9 alle 12,30,sabato e domenica dalle 15,00 alle 18,30
altri orari su prenotazione",,GRATUITO,,SI,,SI,SI,,,,SI,Centro di documentazione con postazioni multimediali.,,,SI,,,,,,,,,,SI,SI,SI,,,,SI,SI,SI,,,RICONOSCIUTO
1943,SI,TOTALMENTE,1882,MUSEO DEL TERRITORIO,ETNOGRAFIA E ANTROPOLOGIA,MUSEO DEL TERRITORIO,VERDELLO,BERGAMO,,24049,Viale XI febbraio,035.870234,035.870234,lafabbricasulviale@tiscali.it,www.verdellopericittadini.it,APERTA,,,"da lunedi, mercoledì, venerdi 9.30-11.30; sabato 9.30-11.30 / 14.30-17.00",,GRATUITO,,SI,SI,SI,SI,SI,SI,,SI,saletta di allestimento mostre temporanee,,,SI,,,SI,,,SI,,,,SI,SI,,,,,SI,SI,SI,,,RICONOSCIUTO
2405,SI,TOTALMENTE,421,MUSEO DEL TESORO,ARTE,BATTISTERO,CHIAVENNA,SONDRIO,,23022,"Piazza don Bormetti, 3",0343 32117,0343 32117,,,APERTA,,"Apertura da marzo a maggio sabato e domenica dalle 9 alle 12 e dalle 14 alle 17; da giugno a settembre dal martedì alla domenica dalle 9 alle 12 e dalle 14 alle 18; in ottobre il sabato dalle 9 alle 12 e dalle 14 alle 17. Accesso anche su prenotazione. Lunedì chiuso(orario estivo). 
Dal 24 al 30 dicembre, apertura dalle 14 alle 17. Lunedì chiuso. (orario invernale)Apertura anche su prenotazione.
Il servizio sarà espletato negli orari sopraindicati, salvo durante la celebrazione dei Battesimi.","Marzo, aprile, maggio apertura sabato e domenica dalle 9 alle 12 e dalle 14 alle 17; giugno, luglio,  agosto, settembre, apertura dal lunedì alla domenica dalle 9 alle 12 e dalle 14 alle 18; ottobre apertura il sabato dalle 9 alle 12 e dalle 14 alle 17.  (orario estivo) 
Dal 24 al 30 dicembre, apertura dalle14 alle17. (orario invernale)","Marzo, aprile, maggio apertura sabato e domenica dalle 9 alle 12 e dalle 14 alle 17; giugno, luglio,  agosto, settembre, apertura dal lunedì alla domenica dalle 9 alle 12 e dalle 14 alle 18; ottobre apertura il sabato dalle 9 alle 12 e dalle 14 alle 17.  (orario estivo) 
Dal 24 al 30 dicembre, apertura dalle14 alle17. (orario invernale)",A PAGAMENTO,GIORNATA DEL FAI,SI,SI,,SI,SI,,,,Su prenotazione,,,,,,,,,,,,,SI,SI,SI,,,,,,SI,,,RICONOSCIUTO
2400,SI,TOTALMENTE,1121,MUSEO DEL LINO,ETNOGRAFIA E ANTROPOLOGIA,ASSOCIAZIONE MUSEO DEL LINO,PESCAROLO ED UNITI,CREMONA,,26033,via Mazzini 73,0372836193,0372836793,museodellino@libero.it,www.Popolis.it/museodellino,APERTA,,Il restauro dello stabile è terminato nel settembre 2003. Il museo è stato riaperto nella primavera 2004 con apposita manifestazione.,"Tutti i giorni feriali, lunedì escluso, dalle ore 9 alle 12.30 e dalle 14.30 alle 17.30. Festivi solo su prenotazione e in occasione di mostre temporanee.
Mese di Agosto chiuso.",,GRATUITO,,SI,SI,,,SI,,SI,SI,"Gli strumenti e gli ausilii per l'attività didattica saranno collocati in apposita sala, in seguito alle ipotesi di sviluppo del Museo programmate e conseguenti al trasferimento della Biblioteca Comunale.",,,SI,SI,,,,,,SI,,Laboratorio per il trattamento e la conservazione dei tessuti.,SI,SI,SI,SI,SI,,SI,SI,SI,,,RICONOSCIUTO
2402,SI,PARZIALMENTE,2195,MUSEO DELLA VALCHIAVENNA,COMPOSITO,CA' BARDASSA,CAMPODOLCINO,SONDRIO,Fraciscio,23020,Via Fraciscio,0343 33795,0343 34334,cmvalchiavenna.museo@provincia.so.it,www.valchiavennaonline.com,APERTA,,,Apertura  mercoledì sabato e domenica dalle ore 16 alle ore 19 (orario valido da giugno a fine agosto),,A PAGAMENTO,,SI,,,,,,,,"Gli spazi e i servizi del punto 3.2.fanno parte dei servizi gestiti dalla Comunità Montana Valchiavenna  a Chiavenna, distanti circa 15 km circa dalla sede museale.",SI,,,,,,,,,,,nessun laboratorio,NO,,SI,,,,,,SI,,,RICONOSCIUTO
1950,SI,TOTALMENTE,1888,"MUSEO CIVICO DI SCIENZE NATURALI ""ALESSIO AMIGHETTI""",SCIENZA E STORIA NATURALE,VILLA MILESI - SEDE ESPOSITIVA,LOVERE,BERGAMO,,24065,Via Marconi - Parco Villa Milesi,035 983729,035 983729,museoscienze.lovere@tin.it,,APERTA,,,"Attualmente è aperto il lunedì, martedì, giovedì, venerdì, sabato, domenica dalle ore 15.00 alle ore 18.00.",,GRATUITO,,SI,,SI,SI,,,SI,SI,"La sala conferenze e per proiezioni è l'auditorium comunale,attiguo alla Sede Espositiva.
La Biblioteca, l'Archvio e la fototeca sono presso la Sede Operativa.",,,SI,SI,SI,,Questi servizi si trovano in locali comunali attigui alla Sede Espositiva.,,,SI,,,SI,SI,SI,,SI,,,SI,SI,,,RICONOSCIUTO
2414,SI,TOTALMENTE,2364,MUSEO DEL PARCO ALTO GARDA BRESCIANO - CENTRO VISITATORI,TERRITORIALE,MUSEO DEL PARCO ALTO GARDA BRESCIANO - CENTRO VISITATORI,TIGNALE,BRESCIA,Prabione,25080,Località Campogrande,0365 761642,0365 72585,centro.visitatori@parcoaltogarda.net,www.parcoaltogarda.net,APERTA,,Chiusura invernale dal 14 dicembre al 28 febbraio,"Dal 1 marzo al 14 dicembre: aperto tutti i giorni dalle ore 10,00 alle 17,00 e -chiuso venerdì.Chiusura invernale fino al 28 febbraio","Si effettua la chiusura invernale per due soli mesi, dal 14 dicembre al 28 febbraio.",A PAGAMENTO,"DURANTE PARTICOLARI EVENTI QUALI CONVEGNI, MANIFESTAZIONI CULTURALI",SI,SI,SI,SI,,,SI,SI,"La biblioteca è concepita anche come videomediateca, disponendo di raccolte di video e cd-rom e di due postazioni per la consultazione di un?enciclopedia ?multimediale? del Garda.",SI,SI,SI,SI,SI,,"Sono disponibili attrezzature per l?intrattenimento della prima infanzia, fruibili in spazi comuni.",,,SI,,,SI,SI,SI,SI,SI,,SI,SI,SI,,,RICONOSCIUTO
1948,SI,PARZIALMENTE,1886,CASA MUSEO FANTONI,CASA-MUSEO,CASA MUSEO FANTONI,ROVETTA,BERGAMO,,24020,"Via Fantoni, 1",0346 73523,,info@fondazionefantoni.it,http://www.fondazionefantoni.it,APERTA,,"Apertura stagionale luglio / settembre
Fuori dall'apeertura stagionale visite su appuntamento per gruppi.","Luglio, agosto e settembre 15,30-17,30 (chiuso il lunedì)
Fuori orario su appuntamento, solo per gruppi.
Maggio, giugno, ottobre e novembre su appuntamento, solo per gruppi",,A PAGAMENTO,,SI,SI,,SI,SI,SI,,SI,"La biblioteca, la fototeca e l'archivio sono consultabili solo per specifici motivi di studio",SI,,SI,,,,,,,,,,SI,SI,SI,SI,,,SI,,SI,,Si effettuano solo visite guidate,RICONOSCIUTO
982,SI,TOTALMENTE,841,VILLA CARLOTTA,COMPOSITO,ENTE VILLA CARLOTTA,TREMEZZO,COMO,,22019,"Via Regina, 2",0344 40405,0344 43689,info@villacarlotta.it,www.villacarlotta.it,APERTA,,,"marzo e ottobre: 9 - 16.30 tutti i giorni
aprile - settembre 9 - 18",dall'anno 2005 è stata prolungata l'apertura alle prime due settimane di novembre per un totale di 49 0re settimanali,A PAGAMENTO,,SI,SI,SI,,SI,,SI,SI,,SI,SI,,SI,SI,,,,,,,,SI,SI,SI,SI,SI,SI,,,SI,SI,,RICONOSCIUTO
2409,SI,TOTALMENTE,2356,MUSEO D'ARTE E CULTURA SACRA,ARTE,MUSEO D'ARTE E CULTURA SACRA,ROMANO DI LOMBARDIA,BERGAMO,,24058,"Vicolo Chiuso, 22",0363 902507,0363 913868,info@arteculturasacra.com,www.arteculturasacra.com,APERTA,,Il museo è stato inaugurato il giorno 14 settembre 2006.,"Mercoledì 9.30 ? 12.30
Giovedì	9.30 ? 12.30
Venerdì	9.30 - 12.30	15.00 ? 19.30
Sabato	9.30 - 12.30	15.00 ? 19.30
Domenica 9.30 ? 12.30	15.00 ? 19.30",,A PAGAMENTO,14 SETTEMBRE,SI,SI,SI,SI,SI,,SI,SI,Aula per ascolto e registrazione.,SI,SI,SI,SI,,,,,,SI,,,SI,SI,,,SI,,SI,SI,SI,,,RICONOSCIUTO
2411,NO,PARZIALMENTE,2357,ORTO BOTANICO SPERIMENTALE 'G. E. GHIRARDI',ORTO BOTANICO,ORTO BOTANICO SPERIMANTALE 'G. E. GHIRARDI',TOSCOLANO MADERNO,BRESCIA,,25088,Via Religione,02 50314863-0250314770,02 50314862,"elisabetta.marcosini@unimi.it, gelsomina.fico@unimi.it",www.reteortibotanicilombardia.it,APERTA,,,"09.30 - 12.30
14.30 - 18.30",,GRATUITO,,SI,,,,SI,,,,Serre di ricovero delle piante a temperatura controllata e ampi spazi aperti attrezzati al bisogno per la realizzazione di seminari e attività di laboratorio,,,SI,,,,,,,SI,,,SI,SI,SI,SI,,,,,SI,,,RICONOSCIUTO
2420,SI,TOTALMENTE,2377,GALLERIA D'ARTE SACRA DEI CONTEMPORANEI,ARTE,GALLERIA D'ARTE SACRA DEI CONTEMPORANEI,MILANO,MILANO,,20162,"Via G. Terruggia, 14",02 6470066,02 66103051,info@villaclerici.it,www.villaclerici.it,APERTA,,"dal lunedì al venerdì dalle ore 9,30 alle 12 e dalle 14 alle 16,30
sabato e domenica apertura straordinaria per gruppi","dal luned' al venerdi dalle 9,30 alle 12,00 e dalle 14 alle 16.30 
sabato e domenica aperto per gruppi precostituiti",,A PAGAMENTO,,SI,SI,,,,,SI,SI,,SI,,SI,SI,,,,,SI,SI,,,SI,,,,SI,,,,SI,,,RICONOSCIUTO
1922,SI,PARZIALMENTE,1841,"MUSEO D'ARTE SACRA ""A PASSO D'UOMO""",ARTE,MUSEO D'ARTE SACRA 'A PASSO D'UOMO',SABBIONETA,MANTOVA,,46018,"Via dell'Assunta, 7",0375 52035/220299,0375 528097,Ida.Formis@poste.it,http://xoomer.alice.it/idformis,APERTA,,,"da martedi a venerdi ore 15 - 18
Sabato e festivi 9,30-12,30 * 14,30-19,30",,A PAGAMENTO,,SI,SI,,SI,SI,,SI,SI,,SI,,SI,SI,,,,,,,,,SI,SI,SI,SI,SI,,SI,,,,,RICONOSCIUTO
488,SI,PARZIALMENTE,285,CIVICA RACCOLTA DI TERRAGLIA,ARTE,MUSEO INTERNAZIONALE DESIGN CERAMICO CERO DI LAVENO,LAVENO MOMBELLO,VARESE,Cerro,21014,"Lungolago Perabò, 5",0332 666530,0332 666530,museodellaterraglia@tiscali.it,www.midec.org,APERTA,,"segreteria:lun-ven 8.00-13.00
apertura al pubblico: mart-giov. 14.30-17.30
ven-dom.10-12 14.30-17.30
GLI ALTRI GIORNI SU PRENOTAZIONE","dal MARTEDI'alla DOMENICA dalle 10 alle 12.
e dalle 14.30 alle 17.30. 
In estate nelle giornate di sabato e domenica gli orari pomeridiani sono spostati di 30 minuti (dalle 15.00 alle 18.00).",,A PAGAMENTO,,SI,SI,SI,SI,SI,,,,"la biblioteca viene attualmente utilizzata anche come sala studio e spazio aula.

laboratorio specializzato per la ceramica.",SI,,,SI,,SI,,,,SI,,LABORATORIO CERAMICO DOTATO DI FORNO,SI,SI,SI,SI,,,,,SI,,,RICONOSCIUTO
491,SI,TOTALMENTE,288,MUSEO BAROFFIO E DEL SANTUARIO DEL SACRO MONTE SOPRA VARESE,ARTE,MUSEO BAROFFIO E DEL SANTUARIO DEL SACRO MONTE,VARESE,VARESE,Santa Maria del Monte,21100,Piazzetta Monastero,0332 212042,0332 212042,info@museobaroffio.it,www.museobaroffio.it,APERTA,,,"Apertura stagionale (metà marzo-inizio novembre):9,30-12,30;15?18,30 giovedì, sabato, domenica. Da maggio a settembre (compresi) anche martedì (medesimi orari 9,30-12,30;15?18,30). Aperto anche Pasqua,Lunedì dell?Angelo,25 aprile,1 maggio,2 giugno,15 agosto,1 novembre.
Apertura periodo natalizio (7 dicembre/6 gennaio):giovedì, sabato, domenica e festivi (8 dicembre,26 dicembre,1 gennaio,6 gennaio) con riduzione d'orario. Tutto l?anno possibilità di apertura straordinaria a richiesta.","Il numero indicato si riferisce ai cinque mesi centrali dell?apertura stagionale. L?aggiunta nel 2009 di un giorno di apertura ci consente di superare il monte ore settimanale richiesto. Nel periodo estremo dell?apertura stagionale (metà marzo, aprile e ottobre) i giorni di apertura restano invariati perché la frequentazione del luogo è ridotta.Si segnala che i giorni di apertura straordinaria e le aperture su prenotazione sono in numero notevole.Orario invernale: indicate ore periodo natalizio.",A PAGAMENTO,,NO,SI,,,SI,SI,SI,SI,"Biblioteca e fototeca (in via di organizzazione), archivio consultabili, su appuntamento,presso ufficio direzionale museo.Per conferenze possibilità utilizzo sala museo.I progetti didattici si svolgono nelle sale del Museo.Le attività proposte sono compatibili con la loro realizzazione in sala e anzi acquistano maggior efficacia grazie al fatto che i bambini sostano davanti alle opere intorno a cui si costruiscono le attività. Non sono proposti laboratori didattici che richiedano spazi appositi.",SI,,,SI,,,Biglietteria e book-shop sono sistemati nella prima sala del museo.,,,,,"La realizzazione delle fotografie delle opere del museo è stata interamente affidata a: VIVI PAPI FOTOGRAFIA, Via del Ceppo 52, S.Maria del Monte, 21100 ? Varese.
Lo stesso laboratorio, sito nei pressi del museo, gestisce le richieste di foto per studio o pubblicazione in accordo con il museo.",SI,SI,SI,,,,,,SI,SI,"No vera e propria guida del museo, ma depliant a otto facciate con informazioni essenziali (storia del museo, collezioni, opere di maggior rilievo). Esposti pannelli in più lingue con storia museo, resoconto restauri, spiegazione sezioni più significative. Disponibile guida al museo per bambini. Molti visitatori si documentano sul sito internet  prima della visita (sezioni ""storia""; ""visita"" con suddivisione per tipologia di opere; ""bibliografia"" con articoli on line su principali opere).",RICONOSCIUTO
2418,SI,TOTALMENTE,2373,CASA MUSEO 'VILLA MONASTERO',CASA-MUSEO,CASA MUSEO 'VILLA MONASTERO',VARENNA,LECCO,,23829,"Viale Polvani, 4",0341 295450,0341 295441,villa.monastero@provincia.lecco.it,www.villamonastero.it,APERTA,,,"sabato, domenica e festivi dalle 9.00 alle 13.00 e dalle 14.00 alle 18.00; giugno , luglio, agosto anche venerdì pomeriggio dalle 14 alle 19",,A PAGAMENTO,IN OCCASIONE DI APERTURE STRAORDINARIE.,SI,,SI,SI,SI,,SI,SI,,SI,SI,SI,SI,SI,,E' stato realizzato uno spazio espositivo attrezzato per mostre e attività espositive. E' stato realizzato il book shop.,,,,,E' presente un'aula multimediale/laboratorio informatico.,SI,SI,SI,SI,,SI,,SI,SI,SI,"Il servizio di audioguide è stato realizzato ad opera dell'Associazione Castellie  Ville Aperti in Lombardia nell'ambito del progetto Interreg ""Dimoractive"" su informazioni fornite dal museo. 
Il sito internet è stato reso accessibile agli utenti diversamente abili.",RICONOSCIUTO
490,NO,TOTALMENTE,287,MUSEO DELLA COLLEGIATA,COMPOSITO,MUSEO DELLA COLLEGIATA,CASTIGLIONE OLONA,VARESE,,21043,"Via Cardinal Branda Castiglioni, 1",0331 858903,0331 858903,info@museocollegiata.it,www.museocollegiata.it,APERTA,,,"Orario di apertura invernale (1 ottobre-31 marzo): 9,30-12,30 e 14,30-17,30. 
Orario di apertura estivo (1 aprile-30 settembre): 10,00-13,00 e 15,00-18,00.
Domenica e festivi: 10,00-13,00 e 15,00-18,00
Prima domenica del mese: orario continuato 10,00-18,00
Giorno di chiusura: lunedì",,A PAGAMENTO,,SI,,,,,,SI,SI,Archivio e fototeca sono consultabili su appuntamento presso la Parrocchia. Una sezione specifica della biblioteca civica diventerà biblioteca del sistema museale intercomunale. La creazione di aule e sale studio è prevista nello sviluppo a lungo termine del museo.,SI,,SI,SI,SI,,"Il bookshop coincide con lo spazio della biglietteria. La caffetteria effettua servizio irregolare, la cui frequenza è legata alla disponibilità di volontari.",,,,,,SI,SI,SI,SI,,SI,SI,,SI,,"Le audioguide, corredate anche di una parte fotografica, sono state realizzate nel maggio 2009 e la distribuzione avverrà a partire da metà giugno.",RICONOSCIUTO
2429,SI,NON ACCESSIBILE,2397,MUSEO DELLA VAL SAN GIACOMO E DELLA VIA SPLUGA,COMPOSITO,MUSEO DELLA VAL SAN GIACOMO E DELLA VIA SPLUGA,CAMPODOLCINO,SONDRIO,Corti,23021,piazza S. Antonio 15,0343 50628,0343 50628,info@museoviaspluga.it,www.museoviaspluga.it,APERTA,,,"aperto tutto l'anno (escluso breve periodo nel mese di novembre)
chiuso lunedì
aperto martedì-mer-gio-ven-sab-dom dalle 10 alle 12. Sab anche dalle 16-18
Periodi festivi ed estate
aperto anche il mer-ven-dom dalle 16-18",Il museo apre anche fuori orario per gruppi min 5 pax,A PAGAMENTO,IN OCCASIONE DI EVENTI CULTURALI PROMOSSI DAL MUSEO,SI,SI,SI,,SI,,SI,SI,,SI,SI,SI,SI,,,la biglietteria è dotata di uno spazio utilizzato come bookshop,,,,,al momento no,SI,SI,SI,SI,,,SI,SI,SI,,,RICONOSCIUTO
962,SI,TOTALMENTE,821,MUSEO DIDATTICO DELLA SETA,SPECIALIZZATO,MUSEO DIDATTICO DELLA SETA,COMO,COMO,,22100,Via Castelnuovo 9,031 303180,031 303180,info@museosetacomo.com,www.museosetacomo.com,APERTA,,"E' in fase di ampliamento l'orario di apertura. Durante le mostre e per i numerosi gruppi, che prenotano la visita, viene assicurata l'apertura anche il sabato e la domenica.","Apertura dal martedì al venerdì ore 9,00-12,00 e 15,00-18,00.
In occasione di mostre ed eventi particolari nonché per gruppi numerosi in prenotazione o di convenzioni, si garantisce l'apertura anche il sabato e la domenica.","In realtà, il visitatore singolo e i gruppi accedono anche sabato e domenica, lunedì e negli orari di intervallo, tutte le volte che si prenotano o che il personale del Museo rimane in sede.",A PAGAMENTO,NON DEFINITO: VEDI NOTE,SI,SI,,,SI,,,,E' in progetto il futuro ampliamento della sede museale. Sono a tutt'oggi utilizzate le aule didattiche dell'ITIS di Setificio e la sala Conferenza del Tessile di Como.,SI,SI,,SI,,,Si attende l'ampliamento e quindi la possibilità di dotarsi di migliori servizi per l'accoglienza.,,SI,SI,,,SI,SI,SI,SI,SI,,,,SI,,,RICONOSCIUTO
484,SI,PARZIALMENTE,282,MUSEI CIVICI ENRICO BUTTI,ARTE,MUSEO ARTISTI VIGGIUTESI DEL NOVECENTO,VIGGIU',VARESE,,21059,VIALE VARESE 4,0332/486510,0332/488861,museobutti@comune.viggiu.va.it,,APERTA,,,"Invernale
da martedì a venerdì 14-18.30 sabato 10-12 e 14-18.30

Estivo
da martedì a venerdì 14-18.30 sabato 10-12 e 14-18.30 domenica 10-12 e 15-18",,GRATUITO,,SI,SI,SI,SI,,,SI,SI,Vedi scheda Museo Enrico Butti,,,,,,SI,Vedi scheda Museo Enrico Butti,,,,,Vedi scheda Museo Enrico Butti,SI,,,,,,,,,,Vedi scheda Museo Enrico Butti,RICONOSCIUTO
486,SI,TOTALMENTE,283,CIVICO MUSEO DI SCIENZE NATURALI MARIO REALINI,COMPOSITO,MUSEO CIVICO DI SCIENZE NATURALI,MALNATE,VARESE,,21046,V.le J.F.Kennedy 2,0332 425553,0332 425553,museo@comune.malnate.va.it,http://comune.malnate.va.it,APERTA,,"Lun.14.00-18.00
Mart-Merc-Giov-Ven.14.30-18.00
Sab.9.00-12.00
3°Domen del mese14.00-18.00","Lunedì 14.00-18.00
Martedì-Mercoledì-Giovedì-Venerdì 14.30-18.00
Sabato 9.00-12.00
3° Domenica del mese 14.00-18.00
Chiusura :
Natale/Capodanno/Pasqua/Carnevale/Ferragosto",In estate sono previste aperture serali nel mese di Luglio.,GRATUITO,,SI,SI,SI,SI,SI,,SI,SI,,,SI,SI,,,SI,"La villa sede del museo è inserita in un parco pubblico.Nel giardino vi sono giochi per bambini.
Al di fuori del parco vi sono locali pubblici di ristoro : bar e locale con piatti take-away.",,,,,Non vi sono locali destinati appositamente a laboratori ma si svolgono ugualmente le attività in alcune parti dei depositi.,SI,SI,SI,,SI,,,,SI,SI,,RICONOSCIUTO
483,SI,PARZIALMENTE,282,MUSEI CIVICI ENRICO BUTTI,ARTE,MUSEO ENRICO BUTTI,VIGGIU',VARESE,,21059,VIALE VARESE 4,0332/486510,0332/488861,museobutti@comune.viggiu.va.it,,APERTA,,,"Invernale
da martedì a venerdì 14-18.30 sabato 10-12 e 14-18.30

Estivo
da martedì a venerdì 14-18.30 sabato 10-12 e 14-18.30 domenica 10-12 e 15-18",,GRATUITO,,SI,SI,SI,SI,,,SI,SI,"La sala esposizioni estemporanee, la sala conferenze e l'aula didattica coincidono con lo stesso vano",,,,,,SI,,,,,,,SI,SI,SI,SI,SI,,,,SI,,,RICONOSCIUTO
2426,SI,TOTALMENTE,2391,MUSEO DELLA CITTA',COMPOSITO,PALAZZO DI SAN SEBASTIANO,MANTOVA,MANTOVA,,46100,"Largo XXIV Maggio, 12",0376 367087,0376 223618,direttoremuseodellacitta@domino.comune.mantova.it,"www.comune.mantova.it, www.mumm.mantova.it",APERTA,,Il museo è stato inaugurato il 19 marzo 2005.,"Da martedì a domenica 9-18, lunedì 13-18.",visite serali,A PAGAMENTO,DI NORMA UNA DOMENICA IN OCCASIONE DELLA SETTIMANA DELLA CULTURA,SI,SI,SI,SI,SI,SI,SI,SI,Le conferenze si svolgono all'interno degli spazi espositivi del museo.,SI,SI,SI,SI,,,,,,,,Il museo dispone di uno specifico laboratorio didattico dotato di postazioni multimediali.,SI,SI,SI,SI,,,SI,SI,SI,SI,E' stato attivato il percorso per ipovedenti e non vedenti progetto ARCUS,RICONOSCIUTO
